Date,regime_causal,regime_viterbi,regime_effective,proba_0,proba_1,confidence,is_uncertain
2022-10-18,0,0,0,1.0,9.04026578508557e-31,1.0,False
2022-10-19,0,0,0,1.0,2.0706403011242094e-31,1.0,False
2022-10-20,0,0,0,1.0,1.5179262063642523e-38,1.0,False
2022-10-21,0,0,0,1.0,2.913102285155659e-40,1.0,False
2022-10-24,0,0,0,1.0,6.438945865795653e-46,1.0,False
2022-10-25,0,0,0,1.0,5.298616023213662e-50,1.0,False
2022-10-26,0,0,0,1.0,1.3395840236507915e-56,1.0,False
2022-10-27,0,0,0,1.0,1.9874478584375456e-62,1.0,False
2022-10-28,0,0,0,1.0,2.4196992601362056e-60,1.0,False
2022-10-31,0,0,0,1.0,9.976082261510472e-61,1.0,False
2022-11-01,0,0,0,1.0,1.4886499774720074e-61,1.0,False
2022-11-02,0,0,0,1.0,2.3853809265372575e-58,1.0,False
2022-11-03,0,0,0,1.0,2.7211132833949123e-54,1.0,False
2022-11-04,0,0,0,1.0,1.8786545462525343e-50,1.0,False
2022-11-07,0,0,0,1.0,5.267229856204611e-48,1.0,False
2022-11-08,0,0,0,1.0,4.287587009213971e-46,1.0,False
2022-11-09,0,0,0,1.0,9.20588815160784e-42,1.0,False
2022-11-10,0,0,0,1.0,2.844114367589025e-37,1.0,False
2022-11-11,0,0,0,1.0,6.207079284106896e-35,1.0,False
2022-11-14,0,0,0,1.0,5.246330427659599e-32,1.0,False
2022-11-15,0,0,0,1.0,2.2075113491611545e-29,1.0,False
2022-11-16,0,0,0,1.0,3.244342318955814e-28,1.0,False
2022-11-17,0,0,0,1.0,1.6598016431156725e-27,1.0,False
2022-11-18,0,0,0,1.0,6.406468417169259e-27,1.0,False
2022-11-21,0,0,0,1.0,8.21889852977983e-28,1.0,False
2022-11-22,0,0,0,1.0,7.855450012273394e-28,1.0,False
2022-11-23,0,0,0,1.0,2.1614725795516783e-28,1.0,False
2022-11-25,0,0,0,1.0,1.7780707045920278e-29,1.0,False
2022-11-28,0,0,0,1.0,5.9891945425466724e-30,1.0,False
2022-11-29,0,0,0,1.0,4.323525154524732e-30,1.0,False
2022-11-30,0,0,0,1.0,6.196502388586869e-29,1.0,False
2022-12-01,0,0,0,1.0,5.584810564838191e-30,1.0,False
2022-12-02,0,0,0,1.0,2.0424910567758275e-30,1.0,False
2022-12-05,0,0,0,1.0,6.301433188622427e-31,1.0,False
2022-12-06,0,0,0,1.0,6.469746661209726e-31,1.0,False
2022-12-07,0,0,0,1.0,1.116792592000989e-26,1.0,False
2022-12-08,0,0,0,1.0,6.155755063273297e-23,1.0,False
2022-12-09,0,0,0,1.0,7.979524137594024e-21,1.0,False
2022-12-12,0,0,0,1.0,3.770474971650529e-20,1.0,False
2022-12-13,0,0,0,1.0,2.423812976191591e-20,1.0,False
2022-12-14,0,0,0,1.0,6.597129241032592e-20,1.0,False
2022-12-15,0,0,0,1.0,2.6249013493867292e-18,1.0,False
2022-12-16,0,0,0,1.0,1.2790576810067925e-17,1.0,False
2022-12-19,0,0,0,1.0,1.0935489217625068e-16,1.0,False
2022-12-20,0,0,0,1.0,1.0775061269031274e-19,1.0,False
2022-12-21,0,0,0,1.0,5.569910464049326e-21,1.0,False
2022-12-22,0,0,0,1.0,1.4992655217307232e-21,1.0,False
2022-12-23,0,0,0,1.0,3.5846729829357207e-19,1.0,False
2022-12-27,0,0,0,1.0,4.0918684330312186e-18,1.0,False
2022-12-28,0,0,0,1.0,1.0869829206185758e-17,1.0,False
2022-12-29,0,0,0,1.0,8.401152381631904e-15,1.0,False
2022-12-30,0,0,0,0.9999999998981366,1.017235305236794e-10,0.9999999998981366,False
2023-01-03,0,0,0,0.999999996913175,3.0866350149950156e-09,0.999999996913175,False
2023-01-04,0,0,0,0.9999999781084628,2.1891740104421452e-08,0.9999999781084628,False
2023-01-05,0,0,0,0.999998599433255,1.4005666326523423e-06,0.999998599433255,False
2023-01-06,0,0,0,0.9999768876720491,2.3112327828260576e-05,0.9999768876720491,False
2023-01-09,0,0,0,0.9998798436079301,0.00012015639213504177,0.9998798436079301,False
2023-01-10,0,0,0,0.9997774617861416,0.0002225382140798768,0.9997774617861416,False
2023-01-11,0,0,0,0.999617471667669,0.0003825283325124687,0.999617471667669,False
2023-01-12,0,0,0,0.9949529377706634,0.00504706222932523,0.9949529377706634,False
